,BTC,Signal Portfolio,HODL Portfolio
2025-08-01,-0.020857344685253132,0.0,-0.041690111398461016
2025-08-02,-0.006499194664985275,0.0,-0.038322332556569805
2025-08-03,0.014594413948088691,0.0,0.03771673309891699
2025-08-04,0.0074576787898381625,0.0,0.048112550248693875
2025-08-05,-0.008108547583017156,0.0018899999999999473,-0.03980850484336684
2025-08-06,0.007639195719127745,0.0018899999999999473,0.02336676497247181
2025-08-07,0.021566716837359223,0.0,0.06996353424751378
2025-08-08,-0.006742468695660753,-0.004244945034396763,0.024773119251957354
2025-08-09,-0.0017671540844986788,-0.007431737696179219,0.030328631121457228
2025-08-10,0.02433558576939232,-0.008219999999999894,-0.010282775374775177
2025-08-11,-0.005143586909740705,0.0018899999999999473,-0.03772569022189254
2025-08-12,0.012129778771267752,0.005560000000000009,0.07453124268939715
2025-08-13,0.02700593765877568,0.014843483548249825,0.0274103598978237
2025-08-14,-0.04120612468464169,-0.006329999999999947,-0.06674230310758533
2025-08-15,-0.00814430042739589,0.0018899999999999473,-0.011762960303693504
2025-08-16,0.0004305963888060482,0.0,0.012474059980264851
2025-08-17,0.00020540408781855035,0.0,0.006248347585221525
2025-08-18,-0.009971556097860712,0.004438059275813533,-0.03516933281023216
2025-08-19,-0.028914580026756398,-0.004109999999999947,-0.052367285405824915
2025-08-20,0.012375890987956994,0.011467860499999816,0.05341842603652003
2025-08-21,-0.015393909149381435,-0.0039289554379956515,-0.031288422505925895
2025-08-22,0.039438140103991604,0.017449999999999966,0.11409471839601171
2025-08-23,-0.013006266173333891,-0.010932083438049744,-0.009607917181509884
2025-08-24,-0.016734689986116602,0.0,-0.010939527712113817
2025-08-25,-0.029814105880903385,-0.0003300000000000525,-0.08559962640411223
2025-08-26,0.014954026748099869,0.005287976142500206,0.04574951632142099
2025-08-27,-0.0046101554114408305,0.0,-0.0004564491741498866
2025-08-28,0.011802699584269716,0.0018899999999999473,0.01984132617898382
2025-08-29,-0.03710781433734933,0.0,-0.043084097561513324
2025-08-30,0.003927726146586874,-0.008219999999999894,0.001342556241814341
2025-08-31,-0.005052506530536793,0.0,-0.010833467490514503
2025-09-01,0.009051977480521112,0.0,-0.010789353876258567
2025-09-02,0.01831796380370787,-0.005088907982013557,0.030613183553781287
2025-09-03,0.004243263661575902,0.002671046928913734,0.0219456137074181
2025-09-04,-0.008780241411836975,0.0,-0.041030712475203956
2025-09-05,-0.0005827642722786575,-0.00466207899999993,0.03271567969380329
2025-09-06,-0.004335763084337474,-0.002316063160852866,-0.002000604460274835
2025-09-07,0.008541312367620124,0.0,0.018035599836654148
2025-09-08,0.008432064532417183,0.010786842664780583,0.029871381083943493
